epoch,accuracy,dice_coef,loss,precision,sensitivity,specificity
0,0.6154514,0.5965688,2.182970975836118,0.58450776,0.58450776,0.64800256
1,0.8430851,0.83264464,0.7867767141854509,0.8270806,0.8270806,0.85648537
2,0.8847518,0.86657745,0.536219743232355,0.86066014,0.86066014,0.8972097
3,0.9069149,0.9015858,0.46320590577649734,0.89474463,0.89474463,0.92318165
4,0.93528366,0.92949986,0.32206296386421945,0.9428076,0.9428076,0.929796
5,0.9494681,0.93984836,0.2090813960832154,0.939968,0.939968,0.9541472
